第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,first_applicant_types,main_chain_position,main_quantum_category,firm_relevance
山东浪潮科学研究院有限公司,中国,济南市,2022,2023,15,103,6.866666666666666,量子传感；量子计算；量子计算硬件；量子通信与安全,量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,QKD；原子钟；超导量子比特；量子模拟；量子比特；量子算法；量子计算；量子计算机；量子通信；量子门；铷原子钟；频率标准,7,5,0,3,企业,量子计算系统,量子计算,核心量子企业
山东海纳智能装备科技股份有限公司,中国,济宁,2025,2025,1,10,10.0,量子计算,量子软件/算法/模拟,量子比特；量子纠错,1,0,0,0,企业,量子软件/算法/模拟,量子计算,较高相关企业
山东海量信息技术研究院,中国,济南,2024,2024,1,12,12.0,量子计算,量子计算系统,量子态；量子线路；量子计算；量子计算机,1,0,0,0,科研单位,量子计算系统,量子计算,较高相关企业
山东海量信息技术研究院,中国,济南市,2023,2023,3,36,12.0,量子计算,量子计算系统,量子态；量子比特；量子线路；量子芯片；量子计算,3,0,0,0,科研单位,量子计算系统,量子计算,核心量子企业
山东港口科技集团青岛有限公司,中国,青岛,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
山东特检科技有限公司,中国,济南,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
山东理工大学,中国,淄博市,2021,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
山东理工职业学院,中国,济宁,2024,2024,2,9,4.5,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,量子态；量子门,0,1,1,0,"企业,学校；学校",量子计算系统,量子计算,候选/待复核企业
山东省地质科学研究院,中国,济南市,2023,2023,1,9,9.0,量子计算,量子计算系统,量子态；量子比特,1,0,0,0,科研单位,量子计算系统,量子计算,较高相关企业
山东省征信有限公司,中国,济南,2024,2024,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0,"企业,科研单位",量子通信与安全,量子通信与安全,较高相关企业
山东省水利科学研究院,中国,济南,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态；量子叠加；量子态,0,0,1,0,科研单位,其他量子相关/待复核,量子基础概念,候选/待复核企业
山东省煤田地质局物探测量队,中国,济南,2025,2025,1,15,15.0,量子计算,量子计算系统,量子比特；量子计算；量子门,1,0,0,0,科研单位,量子计算系统,量子计算,较高相关企业
山东省科学院海洋仪器仪表研究所,中国,青岛市,2022,2022,1,5,5.0,量子计算,量子计算系统,量子门,0,1,0,0,科研单位,量子计算系统,量子计算,候选/待复核企业
山东省计算中心(国家超级计算济南中心),中国,济南,2025,2025,1,9,9.0,量子通信与安全,量子通信与安全,量子态；量子通信,1,0,0,0,"科研单位,科研单位",量子通信与安全,量子通信与安全,较高相关企业
山东省计算中心(国家超级计算济南中心),中国,济南市,2022,2022,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,科研单位,量子计算系统,量子计算,候选/待复核企业
山东省食品药品检验研究院,中国,济南,2024,2024,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,科研单位,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
山东神力索具有限公司,中国,济宁,2024,2025,4,26,6.5,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,叠加态；量子叠加；量子态；量子比特,2,0,2,0,企业,量子计算系统,量子计算,核心量子企业
山东科技大学,中国,青岛,2025,2025,2,22,11.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,原子钟；量子态；量子比特；量子测量；量子门,1,0,0,1,学校,量子计量/时间频率/PNT候选,量子传感,核心量子企业
山东科技大学,中国,青岛市,2021,2022,2,13,6.5,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,原子钟；量子比特；量子电路,1,0,0,1,学校,量子计量/时间频率/PNT候选,量子传感,较高相关企业
山东第一医科大学附属省立医院(山东省立医院),中国,济南,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,机关团体,其他量子相关/待复核,量子基础概念,候选/待复核企业
山东胜利通海集团东营天蓝节能科技有限公司,中国,东营,2025,2025,2,8,4.0,量子基础概念,其他量子相关/待复核,量子叠加；量子态,0,0,2,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
山东能源数智云科技有限公司,中国,济南,2024,2025,5,31,6.2,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,量子密钥；量子态；量子比特；量子门,2,1,2,0,企业,其他量子相关/待复核,量子基础概念,核心量子企业
山东航天电子技术研究所,中国,烟台市,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,科研单位,其他量子相关/待复核,量子基础概念,候选/待复核企业
山东英信计算机技术有限公司,中国,济南市,2023,2023,2,23,11.5,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子态；量子比特；量子网络；量子计算；量子计算机,2,0,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
山东谦和档案管理有限公司,中国,济南,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
山东越海通信科技股份有限公司,中国,德州市,2021,2021,1,15,15.0,量子通信与安全,量子通信与安全,激光器；量子密钥；量子密钥分发；量子态；量子纠缠；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
山东量子科学技术研究院有限公司,中国,济南,2024,2025,3,15,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配；量子通信,0,3,0,0,"企业；企业,企业",量子通信与安全,量子通信与安全,较高相关企业
山东量子科学技术研究院有限公司,中国,济南市,2021,2023,16,115,7.1875,量子通信与安全,量子通信与安全,QKD；抗量子攻击；量子密钥；量子密钥分发；量子密钥分配；量子网络；量子通信,7,9,0,0,"企业；企业,科研单位",量子通信与安全,量子通信与安全,核心量子企业
山东金桥保安器材有限公司,中国,济南,2024,2024,1,9,9.0,量子通信与安全,量子通信与安全,量子态；量子网络,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
山东金麒麟股份有限公司,中国,德州市,2022,2022,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
山东锦智数字科技有限公司,中国,济南,2025,2025,1,10,10.0,量子计算,量子计算系统,量子处理器；量子比特；量子计算,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
山东零公里润滑科技有限公司,中国,济南,2025,2025,1,5,5.0,量子计算,量子软件/算法/模拟,量子模拟,0,1,0,0,企业,量子软件/算法/模拟,量子计算,候选/待复核企业
山东高速建设管理集团有限公司,中国,济南市,2023,2023,4,28,7.0,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,量子密钥；量子密钥分发；量子态；量子比特；量子门,1,1,2,0,"企业,学校",其他量子相关/待复核,量子基础概念,核心量子企业
山西兰一科技有限公司,中国,阳泉,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
山西农业大学,中国,太原,2025,2025,1,14,14.0,量子计算,量子计算系统,叠加态；量子态；量子比特；量子电路,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
山西大学,中国,太原,2024,2025,8,56,7.0,量子传感；量子计算硬件；量子通信与安全,上游材料与核心部件；量子传感器/精密测量；量子计算硬件/量子芯片；量子通信与安全,光调制器；激光器；里德堡原子量子；量子保密通信；量子信息；量子信息技术；量子密钥；量子密钥分发；量子态；量子技术；量子测量；量子精密测量；量子网络,2,6,0,0,"学校；学校,科研单位",量子通信与安全,量子传感,核心量子企业
山西大学,中国,太原市,2021,2023,18,131,7.277777777777778,量子传感；量子基础概念；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,光调制器；单光子探测器；原子钟；激光器；磁光阱；量子信息；量子密钥；量子密钥分发；量子态；量子模拟；量子测量；量子相干；量子精密测量；量子纠缠；量子计算；量子通信,7,6,4,1,学校,量子通信与安全,量子传感,核心量子企业
布鲁克·道尔顿有限及两合公司,德国,,2024,2024,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,俘获离子,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
布鲁克科学有限公司,美国,,2025,2025,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,俘获离子,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
希捷科技有限公司,美国,,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
常州大学,中国,常州市,2023,2023,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,学校,量子传感器/精密测量,量子传感,候选/待复核企业
常州市中医医院(常州市孟河医学研究院),中国,常州,2025,2025,1,10,10.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发；量子通信,1,0,0,0,科研单位,量子通信与安全,量子通信与安全,较高相关企业
常州市环境监测中心,中国,常州市,2021,2021,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,"机关团体,学校",量子计算系统,量子计算,候选/待复核企业
常州检验检测标准认证研究院,中国,常州,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,叠加态,0,0,1,0,科研单位,其他量子相关/待复核,量子基础概念,候选/待复核企业
常州磐诺仪器有限公司,中国,常州市,2023,2023,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
平安科技(深圳)有限公司,中国,深圳,2025,2025,1,10,10.0,量子计算,量子计算系统,量子电路；量子计算,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
平安科技(深圳)有限公司,中国,深圳市,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
广东三鼎智慧信息科技有限公司,中国,东莞,2025,2025,1,20,20.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子机器学习；量子算法；量子计算；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东东伟电控科技有限公司,中国,东莞,2025,2025,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广东产品质量监督检验研究院(国家质量技术监督局广州电气安全检验所、广东省试验认证研究院、华安实验室),中国,广州市,2022,2023,3,15,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,3,0,0,科研单位,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
广东医科大学,中国,东莞,2025,2025,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,学校,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广东国盾量子科技有限公司,中国,广州,2024,2025,2,15,7.5,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发；量子网络,1,1,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广东国盾量子科技有限公司,中国,广州市,2021,2023,8,55,6.875,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子技术；量子网络,3,5,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东国科量子通信网络有限公司,中国,广州,2024,2024,4,25,6.25,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子网络,1,3,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东国科量子通信网络有限公司,中国,广州市,2023,2023,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,2,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广东国腾量子科技有限公司,中国,肇庆,2024,2025,23,175,7.608695652173913,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,QKD；单光子探测器；激光器；量子保密通信；量子密钥；量子密钥分发；量子态；量子技术；量子纠缠；量子网络；量子芯片；量子通信,9,13,1,0,"企业；企业,学校",量子通信与安全,量子通信与安全,核心量子企业
广东国腾量子科技有限公司,中国,肇庆市,2021,2023,21,205,9.761904761904763,量子通信与安全,量子通信与安全,QKD；光调制器；单光子探测器；激光器；量子中继；量子保密通信；量子密钥；量子密钥分发；量子态；量子网络；量子芯片；量子通信,14,7,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东大湾区空天信息研究院,中国,广州,2024,2025,2,15,7.5,量子传感；量子计算,量子计算系统；量子计量/时间频率/PNT候选,时间频率传递；量子态；量子线路；量子计算,1,0,0,1,科研单位,量子计算系统,量子计算,较高相关企业
广东女子职业技术学院,中国,广州,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
广东威纳格科技有限公司,中国,珠海市,2023,2023,2,10,5.0,量子传感,量子传感器/精密测量,原子干涉；原子干涉仪；磁光阱,0,2,0,0,企业,量子传感器/精密测量,量子传感,较高相关企业
广东宇华智环科技有限公司,中国,佛山市,2023,2023,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广东安护通信息科技有限公司,中国,广州市,2023,2023,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,2,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广东安证计算机司法鉴定所,中国,深圳市,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0,其他,量子通信与安全,量子通信与安全,候选/待复核企业
广东尤科泊得科技发展有限公司,中国,广州,2024,2024,11,99,9.0,量子通信与安全,量子通信与安全,QKD；光调制器；单光子探测器；激光器；量子保密通信；量子信息；量子密钥；量子密钥分发；量子态；量子比特；量子通信,6,5,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东尤科泊得科技发展有限公司,中国,广州市,2021,2023,11,81,7.363636363636363,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；单光子探测器；叠加态；激光器；量子中继；量子密钥；量子密钥分发；量子态；量子通信,2,8,1,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东岭南通股份有限公司,中国,广州,2024,2024,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
广东工业大学,中国,广州,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子网络,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
广东工业大学,中国,广州市,2022,2023,2,14,7.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,QKD；量子叠加；量子密钥；量子密钥分配；量子态；量子计算；量子计算机,1,1,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
广东广宇科技发展有限公司,中国,佛山,2024,2024,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥,0,2,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广东广宇科技发展有限公司,中国,佛山市,2023,2023,16,80,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,16,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东新型储能国家研究院有限公司,中国,广州,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广东旭能建设有限公司,中国,广州,2025,2025,2,19,9.5,量子计算；量子通信与安全,量子软件/算法/模拟；量子通信与安全,QKD；量子算法；量子计算；量子计算平台；量子通信,2,0,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
广东水利电力职业技术学院(广东省水利电力技工学校),中国,广州市,2022,2023,2,20,10.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子通信,2,0,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
广东泰坦智能动力有限公司,中国,珠海,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广东海洋大学,中国,湛江,2025,2025,1,9,9.0,量子计算,量子计算系统,量子态；量子计算,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
广东生益科技股份有限公司,中国,东莞市,2022,2022,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
广东电网有限责任公司,中国,广州,2024,2025,3,12,4.0,量子传感；量子基础概念,其他量子相关/待复核；量子传感器/精密测量；量子计量/时间频率/PNT候选,量子传感；量子传感器；量子态；频率基准,0,1,1,1,"企业；企业,企业",量子计量/时间频率/PNT候选,量子传感,较高相关企业
广东电网有限责任公司佛山供电局,中国,佛山,2025,2025,1,6,6.0,量子计算,量子计算系统,量子优化；量子比特,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广东电网有限责任公司广州供电局,中国,广州,2024,2025,4,28,7.0,量子传感；量子基础概念；量子计算,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子软件/算法/模拟,量子优化；量子态；量子比特；量子测量；量子算法；量子门,2,1,1,0,企业,量子计算系统,量子计算,核心量子企业
广东电网有限责任公司广州供电局,中国,广州市,2021,2021,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广东电网有限责任公司江门供电局,中国,江门市,2023,2023,2,8,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,2,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
广东电网有限责任公司清远供电局,中国,清远市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广东电网有限责任公司茂名供电局,中国,茂名,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广东电网有限责任公司计量中心,中国,广州市,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
广东电网有限责任公司韶关供电局,中国,韶关市,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
广东省农业科学院设施农业研究所,中国,广州,2025,2025,1,5,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器,0,1,0,0,科研单位,量子传感器/精密测量,量子传感,候选/待复核企业
广东省安家医健健康管理有限公司,中国,广州,2025,2025,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广东省计量科学研究院(华南国家计量测试中心),中国,广州,2024,2024,1,5,5.0,量子传感,量子传感器/精密测量,量子传感；量子传感器,0,1,0,0,科研单位,量子传感器/精密测量,量子传感,候选/待复核企业
广东省计量科学研究院(华南国家计量测试中心),中国,广州市,2023,2023,3,26,8.666666666666666,量子传感,量子传感器/精密测量,光调制器；激光器；里德堡原子量子；量子传感；量子传感器；量子信息,2,1,0,0,"企业,科研单位；科研单位",量子传感器/精密测量,量子传感,核心量子企业
广东磷基生物科技有限公司,中国,深圳,2024,2024,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广东织云科技有限公司,中国,广州,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广东网金控股股份有限公司,中国,广州市,2021,2021,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分配,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
广州七喜电脑有限公司,中国,广州,2025,2025,2,23,11.5,量子传感；量子计算,量子传感器/精密测量；量子计算系统,量子态；量子比特；量子测量；量子纠缠；量子门,2,0,0,0,企业,量子计算系统,量子计算,核心量子企业
广州中国科学院工业技术研究院,中国,广州,2024,2024,1,8,8.0,量子计算硬件,量子计算硬件/量子芯片,离子阱；超高真空,0,1,0,0,科研单位,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广州五湖欢喜科技有限公司,中国,广州,2025,2025,1,9,9.0,量子传感,量子传感器/精密测量,量子态；量子测量,1,0,0,0,企业,量子传感器/精密测量,量子传感,较高相关企业
广州人才大数据有限公司,中国,广州,2025,2025,1,9,9.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广州分享健康产业有限公司,中国,广州,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
广州医科大学附属第一医院(广州呼吸中心),中国,广州,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州卓腾科技有限公司,中国,广州,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州南网科研技术有限责任公司,中国,广州,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
广州基迪奥生物科技有限公司,中国,广州,2025,2025,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广州尚航信息科技股份有限公司,中国,广州,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州工业技术研究院,中国,广州,2024,2025,2,10,5.0,量子计算硬件,量子计算硬件/量子芯片,囚禁离子；离子阱,0,2,0,0,"科研单位；科研单位,学校",量子计算硬件/量子芯片,量子计算硬件,较高相关企业
广州市保伦电子有限公司,中国,广州市,2022,2022,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广州市创博机电设备安装有限公司,中国,广州,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广州市思创泓一电子科技有限公司,中国,广州,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州市新航科技有限公司,中国,广州,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州市英球通信设备有限公司,中国,广州,2025,2025,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子网络,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广州市食品检验所(广州市酒类检测中心),中国,广州,2025,2025,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,机关团体,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广州市食品检验所(广州市酒类检测中心),中国,广州市,2023,2023,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,机关团体,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广州广电计量检测股份有限公司,中国,广州市,2023,2023,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州掌动智能科技有限公司,中国,广州,2025,2025,1,9,9.0,量子计算,量子软件/算法/模拟,量子算法；量子计算,1,0,0,0,企业,量子软件/算法/模拟,量子计算,较高相关企业
广州放芯科技有限公司,中国,广州市,2023,2023,1,9,9.0,量子传感,其他量子相关/待复核,量子信息；量子态,1,0,0,0,企业,其他量子相关/待复核,量子传感,较高相关企业
广州新创航宇电子科技有限公司,中国,广州,2025,2025,1,9,9.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
广州机施建设集团有限公司,中国,广州,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
广州永拓信息科技有限公司,中国,广州,2025,2025,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广州燃石医学检验所有限公司,中国,广州市,2022,2022,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广州爱浦路网络技术有限公司,中国,广州市,2022,2022,1,9,9.0,量子计算,量子计算系统,量子态；量子计算,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
广州狸园科技有限公司,中国,广州市,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州白云山明兴制药有限公司,中国,广州,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
广州禾信仪器股份有限公司,中国,广州,2025,2025,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广州禾信仪器股份有限公司,中国,广州市,2021,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
广州菲利斯太阳能科技有限公司,中国,广州,2024,2024,1,4,4.0,量子计算,量子软件/算法/模拟,量子算法,0,0,1,0,企业,量子软件/算法/模拟,量子计算,候选/待复核企业
广州集泰化工股份有限公司,中国,广州市,2021,2021,1,5,5.0,量子传感,其他量子相关/待复核,量子科技,0,1,0,0,企业,其他量子相关/待复核,量子传感,候选/待复核企业
广州鼓润医疗科技有限公司,中国,广州市,2022,2022,1,5,5.0,量子计算,量子计算系统,qubit,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
广西大学,中国,南宁,2024,2025,7,80,11.428571428571429,量子传感；量子计算；量子通信与安全,量子传感器/精密测量；量子计算系统；量子通信与安全,QKD；单光子探测器；激光器；量子密钥；量子密钥分发；量子态；量子比特；量子测量；量子电路；量子线路；量子计算；量子门,6,1,0,0,"学校；学校,学校",量子计算系统,量子计算,核心量子企业
广西大学,中国,南宁市,2022,2023,9,64,7.111111111111111,量子基础概念；量子计算；量子计算硬件；量子通信与安全,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟；量子通信与安全,叠加态；离子阱；量子叠加；量子密钥；量子密钥分发；量子并行；量子态；量子比特；量子相干；量子线路；量子计算,4,3,2,0,"学校；机关团体,学校",量子计算系统,量子计算,核心量子企业
